popularity,budget,revenue,original_title,director,genres,production_companies,release_date,release_year
0.339059,0,1250712,Kickboxer 2:  The Road Back,Albert Pyun,Action|Adventure,Kings Road Entertainment,1/30/91,1991
0.258822,0,0,Necessary Roughness,Stan Dragoti,Comedy,Paramount Pictures,9/27/91,1991
0.251132,0,0,Omen IV: The Awakening,Jorge Montesi|Dominique Othenin-Girard,Fantasy|Horror|Mystery,FNM Films|Harvey Bernhard Productions,5/19/91,1991
0.249972,0,0,A Brief History of Time,Errol Morris,Documentary,Anglia Television|National Broadcasting Company|Tokyo Broadcasting System (TBS),10/1/91,1991
0.245828,0,0,Pure Luck,Nadia Tass,Comedy|Crime|Mystery,Universal Pictures|Silver Lion Films|Sean Daniel Company,8/9/91,1991
0.245709,35000000,0,Flight of the Intruder,John Milius,Action|Adventure|Drama|Thriller,Paramount Pictures,1/18/91,1991
0.241581,0,22773535,Frankie and Johnny,Garry Marshall,Drama|Comedy|Romance,Paramount Pictures,10/18/91,1991
0.239605,0,7788597,If Looks Could Kill,William Dear,Adventure|Action|Comedy,Warner Bros. Pictures,3/15/91,1991
0.232415,0,0,Other People's Money,Norman Jewison,Comedy|Drama,Warner Bros.,10/18/91,1991
0.231517,0,524668,Proof,Jocelyn Moorhouse,Drama,The Australian Film Commission|Film Victoria|House & Moorhouse Films,8/15/91,1991
0.228463,0,0,The Commitments,Alan Parker,Comedy|Drama|Music,Beacon Communications|Beacon Pictures|First Film Company|Dirty Hands Productions,8/14/91,1991
0.248729,0,0,Dolly Dearest,Maria Lease,Horror,,11/25/91,1991
0.221139,0,0,The Butcher's Wife,Terry Hughes,Fantasy|Comedy|Science Fiction|Romance,Paramount Pictures,10/25/91,1991
0.22055,48000000,0,Billy Bathgate,Robert Benton,Drama|Action|Thriller|Crime,Touchstone Pictures,11/1/91,1991
0.217044,0,0,V.I. Warshawski,Jeff Kanew,Action|Adventure|Drama|Mystery|Thriller,Hollywood Pictures,7/26/91,1991
0.213074,0,0,Little Man Tate,Jodie Foster,Drama|Family,Orion Pictures,9/6/91,1991
0.211558,23000000,20246790,Mobsters,Michael Karbelnikoff,Drama|Action|Thriller|Crime,Universal Pictures,7/26/91,1991
0.210794,33000,0,Begotten,E. Elias Merhige,Fantasy|Horror,Theatre Of Material,6/5/91,1991
0.757688,0,0,Not Without My Daughter,Brian Gilbert,Drama|Thriller,PathÃ© Entertainment|Ufland,1/11/91,1991
0.206,0,0,Hearts of Darkness: A Filmmaker's Apocalypse,Eleanor Coppola|Fax Bahr|George Hickenlooper,Documentary,American Zoetrope|Cineplex-Odeon Films,9/6/91,1991
0.202054,0,0,"He Said, She Said",Ken Kwapis|Marisa Silver,Comedy|Drama|Romance,Paramount Pictures,2/22/91,1991
0.201381,0,0,Lucky Luke,Terence Hill,Comedy|Western,,7/4/91,1991
0.194181,0,0,Impromptu,James Lapine,Drama|Comedy|Music|Romance,Les Films Ariane,4/12/91,1991
0.136857,0,0,Class Action,Michael Apted,Drama,20th Century Fox|Interscope Communications,3/15/91,1991
0.192123,22000000,11511031,Shattered,Wolfgang Petersen,Mystery|Thriller,Palace Pictures|Metro-Goldwyn-Mayer (MGM),10/11/91,1991
0.191606,14000000,34793160,White Fang,Randal Kleiser,Action|Adventure|Drama|Family,Walt Disney Pictures|Silver Screen Partners IV|Hybrid Productions Inc.,1/18/91,1991
0.189644,0,21830957,Only the Lonely,Chris Columbus,Comedy|Romance,Twentieth Century Fox Film Corporation|Hughes Entertainment,5/24/91,1991
0.23171,0,0,Switch,Blake Edwards,Fantasy|Comedy,Home Box Office (HBO),5/10/91,1991
0.181802,0,0,Ricochet,Russell Mulcahy,Action|Crime|Thriller,Silver Pictures|Home Box Office (HBO)|Cinema Plus|Indigo Productions,10/4/91,1991
0.438283,0,0,Wedlock,Lewis Teague,Action|Science Fiction|Thriller,,5/10/91,1991
0.172296,17000000,4603929,Dutch,Peter Faiman,Comedy,Twentieth Century Fox Film Corporation|Hughes Entertainment,7/19/91,1991
0.166624,0,0,é€ƒå­¦å¨é¾™,Gordon Chan,Action|Comedy|Foreign,,12/31/91,1991
0.159178,0,0,Slacker,Richard Linklater,Comedy,,7/5/91,1991
0.1523,13000000,3752426,Mannequin Two: On the Move,Stewart Raffill,Fantasy|Comedy|Science Fiction|Romance,Gladden Entertainment,1/7/91,1991
0.143837,0,0,Toto le hÃ©ros,Jaco Van Dormael,Drama,Iblis Films,5/15/91,1991
0.143265,0,0,The Resurrected,Dan O'Bannon,Drama|Horror,Scotti Brothers Pictures (I)|Euro Brothers Pictures|Borde/Raich,10/6/91,1991
0.255458,800000,0,Puppet Master III: Toulon's Revenge,David DeCoteau,Horror,Full Moon Entertainment,10/17/91,1991
0.070749,0,1750301,Prospero's Books,Peter Greenaway,Drama|Fantasy,Allarts,9/5/91,1991
0.130152,0,0,Deceived,Damian Harris,Drama|Mystery|Thriller,Touchstone Pictures,9/27/91,1991
0.275998,0,14812000,All I Want For Christmas,Robert Lieberman,Drama|Comedy|Family,Paramount Pictures,11/8/91,1991
0.106169,0,0,Shakes the Clown,Bobcat Goldthwait,Action|Comedy,IRS Media,3/13/91,1991
0.062221,0,2853801,The Man in the Moon,Robert Mulligan,Drama|Family|Romance,Metro-Goldwyn-Mayer (MGM),9/30/91,1991
0.098145,16400000,0,F/X2,Richard Franklin,Adventure|Action|Comedy|Thriller,Orion Pictures|Dodi Fayed - Jack Wiener,4/16/91,1991
0.095559,0,0,Doc Hollywood,Michael Caton-Jones,Comedy|Romance,Warner Bros.,8/2/91,1991
0.088988,0,0,Mississippi Masala,Mira Nair,Drama|Romance,Channel Four Films|Mirabai Films,9/18/91,1991
0.063844,0,0,Dogfight,Nancy Savoca,War|Drama|Romance,Warner Bros.,9/13/91,1991
0.048237,0,4654288,The Hitman,Aaron Norris,Action|Crime|Thriller,Twilight Motion Picture Seven Ltd. Partnership|Cannon Pictures,5/1/91,1991
3.777441,28000000,140767956,Die Hard,John McTiernan,Action|Thriller,Twentieth Century Fox Film Corporation|Gordon Company|Silver Pictures,7/15/88,1988
2.150682,18000000,151668774,Big,Penny Marshall,Fantasy|Drama|Comedy|Romance|Family,Gracie Films|Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,6/3/88,1988
1.905883,12000000,78756177,The Naked Gun: From the Files of Police Squad!,David Zucker,Action|Comedy|Crime,Paramount Pictures,12/2/88,1988
1.651962,8000000,22433275,License to Drive,Greg Beeman,Comedy|Family,20th Century Fox|Davis Entertainment,7/6/88,1988
1.628865,15000000,73326666,Beetlejuice,Tim Burton,Fantasy|Comedy,"Geffen Pictures|Geffen Company, The",2/29/88,1988
1.459821,25000000,354825435,Rain Man,Barry Levinson,Drama,United Artists|Star Partners II Ltd.,12/11/88,1988
1.392581,1500000,11806119,Bloodsport,Newt Arnold,Action,Cannon Films,2/26/88,1988
1.279955,39000000,288752301,Coming to America,John Landis,Comedy|Romance,Paramount Pictures|Eddie Murphy Productions,6/28/88,1988
1.183033,63000000,189015611,Rambo III,Peter MacDonald,Action|Adventure|Thriller|War,TriStar Pictures|Carolco Pictures,5/24/88,1988
1.182453,20000000,0,The Dead Pool,Buddy Van Horn,Action|Crime|Thriller,Malpaso Productions|Warner Bros.,7/12/88,1988
1.152044,0,0,Oliver & Company,George Scribner,Animation|Comedy|Family,Walt Disney Pictures|Silver Screen Partners III,11/18/88,1988
1.144528,15000000,216614388,Twins,Ivan Reitman,Comedy|Drama,Universal Pictures,12/9/88,1988
1.115598,70000000,329803958,Who Framed Roger Rabbit,Robert Zemeckis,Fantasy|Animation|Comedy|Crime|Family,Amblin Entertainment|Silver Screen Partners III|Touchstone Pictures|Walt Disney Feature Animation,6/21/88,1988
1.101103,12300000,84460846,The Land Before Time,Don Bluth,Animation|Adventure|Family,Universal Pictures|Amblin Entertainment|Sullivan Bluth Studios|U-Drive Productions,11/18/88,1988
1.079886,20000000,171504781,Cocktail,Roger Donaldson,Drama|Romance,Touchstone Pictures,7/29/88,1988
1.055087,0,60328000,Scrooged,Richard Donner,Fantasy|Comedy|Drama,Paramount Pictures,11/22/88,1988
0.891508,9000000,44196684,Child's Play,Tom Holland,Horror|Thriller,United Artists,11/8/88,1988
0.869474,35000000,57269863,Willow,Ron Howard,Adventure|Drama|Action,Lucasfilm|Metro-Goldwyn-Mayer (MGM)|Imagine Films Entertainment,5/1/88,1988
0.83832,0,239606210,Crocodile Dundee II,John Cornell,Adventure|Comedy,Paramount Pictures,5/19/88,1988
0.78304,7000000,72500000,A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,Horror|Thriller,New Line Cinema,8/19/88,1988
0.777228,0,42039085,Dirty Rotten Scoundrels,Frank Oz,Crime|Comedy,Orion Pictures,12/14/88,1988
0.75639,7000000,50888000,Bull Durham,Ron Shelton,Comedy|Romance,Orion Pictures|The Mount Company,6/15/88,1988
0.753578,29000000,34994648,Red Heat,Walter Hill,Comedy|Action|Crime,TriStar Pictures|Oak Pictures|Carolco Entertainment|Lone Wolf,6/17/88,1988
0.727397,7500000,62493712,A Fish Called Wanda,Charles Crichton,Comedy|Crime,Metro-Goldwyn-Mayer (MGM)|Prominent Features,7/15/88,1988
0.72689,0,19510371,Police Academy 5: Assignment Miami Beach,Alan Myerson,Action|Comedy|Crime,Warner Bros.,3/17/88,1988
0.689972,0,21630088,Short Circuit 2,Kenneth Johnson,Comedy|Family|Science Fiction|Drama,David Foster Productions|TriStar Pictures,7/6/88,1988
0.669161,19000000,8247943,The Blob,Chuck Russell,Horror|Science Fiction,TriStar Pictures|Palisades California Inc.,8/5/88,1988
0.657109,17500000,25024919,Cocoon: The Return,Daniel Petrie,Comedy|Drama|Science Fiction,Twentieth Century Fox Film Corporation|Zanuck/Brown Productions,9/13/88,1988
0.634251,0,5596267,"Elvira, Mistress of the Dark",James Signorelli,Fantasy|Horror|Comedy|Science Fiction,NBC Productions,9/30/88,1988
0.629628,0,0,The Unbearable Lightness of Being,Philip Kaufman,Comedy|Romance,The Saul Zaentz Company,2/5/88,1988
0.616772,0,1108462,Heathers,Michael Lehmann,Comedy|Drama,New World Pictures|Cinemarque Entertainment,10/1/88,1988
0.597387,0,0,Spoorloos,George Sluizer,Horror|Thriller,MGS Film,10/27/88,1988
0.588756,15000000,34604000,Mississippi Burning,Alan Parker,Thriller|Crime|Drama,Orion Pictures|Metro-Goldwyn-Mayer (MGM),12/8/88,1988
0.57364,0,2983784,Fright Night Part 2,Tommy Lee Wallace,Comedy|Horror,Vista Organization,4/7/88,1988
0.572843,28000000,103173635,Working Girl,Mike Nichols,Comedy|Drama|Romance,20th Century Fox,12/20/88,1988
0.540362,4000000,13008928,They Live,John Carpenter,Action|Horror|Science Fiction|Thriller,Universal Pictures|Alive Films|Larry Franco Productions,11/23/88,1988
0.538522,3000000,7282851,Phantasm II,Don Coscarelli,Action|Horror|Science Fiction|Thriller,Universal Pictures|Spacegate Productions|Starway International Inc.,7/8/88,1988
0.528411,16000000,0,Alien Nation,Graham Baker,Crime|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,10/7/88,1988
0.514373,0,0,Big Business,Jim Abrahams,Comedy,Silver Screen Partners III|Touchstone Pictures,6/10/88,1988
0.513842,5000000,17768757,Halloween 4: The Return of Michael Myers,Dwight H. Little,Horror|Thriller,Dimension Films,10/21/88,1988
0.499298,7000000,20256975,Action Jackson,Craig R. Baxley,Action|Adventure|Comedy|Crime|Drama,Silver Pictures|Lorimar Motion Pictures,2/12/88,1988
0.497587,10000000,21486757,Married to the Mob,Jonathan Demme,Action|Comedy|Thriller|Crime|Romance,Orion Pictures|Mysterious Arts|Orion Pictures Corporation,8/19/88,1988
0.493264,0,0,Another Woman,Woody Allen,Drama,,10/13/88,1988
0.485136,2800000,19170001,Friday the 13th Part VII: The New Blood,John Carl Buechler,Horror|Thriller,Paramount Pictures,5/13/88,1988
0.484083,0,0,The Seventh Sign,Carl Schultz,Thriller|Mystery,TriStar Pictures|Interscope Communications|ML Delphi Premier Productions,4/1/88,1988
0.481627,14000000,34670720,Dangerous Liaisons,Stephen Frears,Drama|Romance,Lorimar Film Entertainment|Warner Bros.|NFH Productions,12/16/88,1988
0.480782,20000000,13854000,My Stepmother is an Alien,Richard Benjamin,Comedy|Science Fiction,Weintraub Entertainment Group|The Catalina Production Group,12/9/88,1988
0.469728,20000000,17637950,Frantic,Roman Polanski,Thriller|Action|Crime|Drama|Mystery,The Mount Company|Warner Bros.,2/16/88,1988
0.462906,0,5935269,Mac and Me,Stewart Raffill,Family|Fantasy|Science Fiction,Orion Pictures,8/12/88,1988
0.437627,2000000,0,Killer Klowns from Outer Space,Stephen Chiodo,Comedy|Horror|Science Fiction,Chiodo Brothers Productions|Sarlui / Diamant Production,5/27/88,1988
0.427697,0,0,The Beast of War,Kevin Reynolds,Drama|War,Brightstar Films,9/14/88,1988
0.422717,0,0,Drowning by Numbers,Peter Greenaway,Comedy|Drama,Film Four International|Stimuleringsfonds Nederlandse Culturele Omroepproducties|Elsevier-Vendex Film Beheer|Allarts Production,9/10/88,1988
0.420142,0,0,Fei lung mang jeung,Sammo Hung|Corey Yuen Kwai,Action|Comedy|Romance,Golden Way Films Ltd.|Golden Harvest Company Ltd.,2/11/88,1988
0.410654,0,12706478,D.O.A.,Annabel Jankel|Rocky Morton,Thriller|Mystery,Bigelow Productions|Touchstone Pictures,3/18/88,1988
0.41037,6200000,9205924,Return of the Living Dead Part II,Ken Wiederhorn,Comedy|Horror,Greenfox,1/15/88,1988
0.402939,0,0,Without a Clue,Thom Eberhardt,Comedy|Thriller|Crime|Mystery,Orion Pictures,10/21/88,1988
0.186505,0,0,Caddyshack II,Allan Arkush,Comedy,The Guber-Peters Company|Warner Bros.,7/22/88,1988
0.389823,0,0,Iron Eagle II,Sidney J. Furie,Action|Adventure|Drama|Thriller,TriStar Pictures|Carolco Pictures,11/11/88,1988
0.385293,0,0,The Bourne Identity,Roger Young,Action|Drama|Mystery|Thriller,Warner Bros. Television|Alan Shayne Productions,5/8/88,1988
0.384618,10500000,14144000,Poltergeist III,Gary Sherman,Horror|Thriller,Metro-Goldwyn-Mayer (MGM),6/10/88,1988
0.380129,0,0,The Adventures of Baron Munchausen,Terry Gilliam,Action|Adventure|Comedy|Fantasy,Columbia Pictures Corporation|Laura Films|Allied Filmmakers|Prominent Features,12/7/88,1988
0.283003,0,6193901,Braddock: Missing in Action III,Aaron Norris,Action|War,Golan-Globus Productions|The Cannon Group,1/22/88,1988
0.374076,0,20324096,The Presidio,Peter Hyams,Action|Adventure|Crime|Drama|Mystery,Paramount Pictures,6/10/88,1988
0.370575,30000000,38413606,Midnight Run,Martin Brest,Adventure|Comedy|Crime,Universal Pictures|City Light Films,7/20/88,1988
0.361962,0,0,Black Eagle,Eric Karson,Drama|Action,Magus Productions|Rotecon B.V.,5/1/88,1988
0.35674,7500000,18869631,Above the Law,Andrew Davis,Action|Adventure|Drama|Thriller,Warner Bros.,4/8/88,1988
0.35363,7000000,8373585,The Last Temptation of Christ,Martin Scorsese,Drama,Universal Pictures|Cineplex-Odeon Films,8/12/88,1988
0.349522,0,7399763,High Spirits,Neil Jordan,Horror|Fantasy|Comedy,Palace Pictures|Vision PDG,11/18/88,1988
0.340089,0,0,Pumpkinhead,Stan Winston,Horror,De Laurentiis Entertainment Group (DEG)|Lion Films,6/9/88,1988
0.339766,0,0,The Accused,Jonathan Kaplan,Drama,Paramount Pictures,10/14/88,1988
0.336536,1300000,354704,Prison,Renny Harlin,Crime|Drama|Horror|Thriller,Empire Pictures,3/4/88,1988
0.3065,0,0,Hairspray,John Waters,Drama|Comedy|Music|Romance|Family,New Line Cinema,2/16/88,1988
0.330626,0,0,U2: Rattle and Hum,Phil Joanou,Documentary|Music,,11/4/88,1988
0.324427,0,12090735,Hellbound: Hellraiser II,Tony Randel,Horror|Thriller,New World Pictures|Film Futures|Troopstar,12/23/88,1988
0.321068,22000000,0,Moonwalker,Colin Chilvers|Jerry Kramer|Jim Blashfield,Action|Crime|Music|Fantasy|Thriller,Ultimate Productions,10/29/88,1988
0.320295,24000000,43455230,The Great Outdoors,Howard Deutch,Comedy,Universal Pictures|Hughes Entertainment,6/17/88,1988
0.319332,22000000,0,Gorillas in the Mist,Michael Apted,Drama,Universal Pictures|Warner Bros. Pictures,9/23/88,1988
0.317301,0,0,Mystic Pizza,Donald Petrie,Comedy|Drama|Romance,Night Light Films|The Samuel Goldwyn Company,10/13/88,1988
0.315482,0,0,School Daze,Spike Lee,Comedy|Drama,Columbia Pictures|40 Acres & A Mule Filmworks,2/12/88,1988
0.304038,0,0,Waxwork,Anthony Hickox,Horror|Comedy,,6/17/88,1988
0.236514,0,0,Tin Toy,John Lasseter,Animation|Family,Pixar Animation Studios,8/1/88,1988
0.288071,13000000,8038508,Dead Ringers,David Cronenberg,Drama|Horror|Thriller,TÃ©lÃ©film Canada|Morgan Creek Productions|Mantle Clinic II,9/23/88,1988
0.287435,0,0,"Distant Voices, Still Lives",Terence Davies,Drama,,9/29/88,1988
0.28514,6000000,28202109,Ernest Saves Christmas,John R. Cherry III,Comedy|Family,Touchstone Pictures,11/11/88,1988
0.28161,0,0,Bird,Clint Eastwood,Drama|Music,Malpaso Productions|Warner Bros. Pictures,7/1/88,1988
0.231618,0,0,She's Having a Baby,John Hughes,Comedy|Drama|Romance,Paramount Pictures,2/5/88,1988
0.265664,4000000,9797098,Bad Dreams,Andrew Fleming,Horror|Thriller,No Frills Film Production,4/8/88,1988
0.265596,5000000,0,Dead Heat,Mark Goldblatt,Action|Comedy|Drama|Horror|Science Fiction,New World Pictures|Helpern / Meltzer,5/6/88,1988
0.264922,0,0,Scooby-Doo and the Ghoul School,Charles A. Nichols,TV Movie|Animation|Family,Hanna-Barbera Productions|Warner Bros. Home Video,1/1/88,1988
0.25926,0,1547397,Two Moon Junction,Zalman King,Drama|Romance,DDM Film Corporation|Lorimar Motion Pictures,4/29/88,1988
0.254965,0,0,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,Horror|Comedy,Double Helix Films,10/31/88,1988
0.254085,1200000,3109904,Night of the Demons,Kevin Tenney,Horror,Republic Pictures|Meridian Productions|Paragon Arts International,10/14/88,1988
0.248819,0,0,Eight Men Out,John Sayles,Drama|History,Orion Pictures,9/2/88,1988
0.246182,4000000,3468572,Talk Radio,Oliver Stone,Drama,Cineplex-Odeon Films|Ten-Four Productions,12/21/88,1988
0.238423,0,0,"Bright Lights, Big City",James Bridges,Drama,United Artists|Mirage Enterprises|CST Telecommunications|Star Partners,4/1/88,1988
0.407649,10000000,3916303,Earth Girls Are Easy,Julien Temple,Music|Comedy|Drama|Romance|Science Fiction,De Laurentiis Entertainment Group (DEG)|Kestrel Films|Earth Girls,9/8/88,1988
0.232779,0,57041866,Beaches,Garry Marshall,Comedy|Drama,Touchstone Pictures|Silver Screen Partners IV|All Girl Productions,12/21/88,1988
0.127215,0,0,Johnny Be Good,Bud Smith ,Comedy,Orion Pictures,3/22/88,1988
0.137661,0,0,é»‘å¤ªé™½731,Mou Tun-fei,War|History,Sil-Metropole Organisation,12/1/88,1988
0.218145,0,0,Young Einstein,Yahoo Serious,Comedy|Science Fiction,Warner Bros.,12/15/88,1988
0.211124,0,0,The Thin Blue Line,Errol Morris,Mystery|Documentary|Crime,Third Floor Productions,8/28/88,1988
0.206515,0,3184348,Bat*21,Peter Markle,Action|Drama|War,TriStar Pictures|Vision PDG,7/21/88,1988
0.206468,0,29300000,Shoot to Kill,Roger Spottiswoode,Action|Adventure|Crime|Thriller,Silver Screen Partners III|Century Park Pictures|Touchstone Pictures,2/12/88,1988
0.20591,0,15122000,Big Top Pee-wee,Randal Kleiser,Comedy|Family,Paramount Pictures,7/22/88,1988
0.205453,23000000,0,Tequila Sunrise,Robert Towne,Action|Adventure|Crime|Romance|Thriller,The Mount Company|Warner Bros.|Cinema City Films,12/2/88,1988
0.200403,15000000,21032267,Punchline,David Seltzer,Comedy|Drama,Columbia Pictures,10/7/88,1988
0.199235,4500000,3813293,Critters 2,Mick Garris,Thriller|Comedy|Horror|Science Fiction,New Line Cinema|Sho Films,4/29/88,1988
0.194418,0,0,La Vie est un long fleuve tranquille,Ã‰tienne Chatiliez,Comedy,MK2 Productions|France 3 Cinema|Centre National de la CinÃ©matographie (CNC),2/3/88,1988
0.18872,7000000,5344577,Monkey Shines,George A. Romero,Thriller|Drama|Horror|Science Fiction,Orion Pictures,7/29/88,1988
0.256656,0,0,Tucker: The Man and His Dream,Francis Ford Coppola,Drama,Lucasfilm|Paramount Pictures,8/12/88,1988
0.180017,23000,0,Hollywood Chainsaw Hookers,Fred Olen Ray,Comedy|Horror,American Independent Productions|Camp Video|Savage Cinema,3/1/88,1988
0.178302,0,0,Blackadder's Christmas Carol,Richard Boden,Comedy|History,,1/1/88,1988
0.314786,0,14681192,Arthur 2: On the Rocks,Bud Yorkin,Comedy|Romance,Warner Bros.,7/8/88,1988
0.177816,0,0,Return of the Killer Tomatoes!,John De Bello,Comedy|Horror|Science Fiction,Four Square Productions|Transatlantic Entertainment|Tomatos II,4/22/88,1988
0.171457,1100000,0,Maniac Cop,William Lustig,Thriller|Action|Horror,Shapiro-Glickenhaus Entertainment,5/13/88,1988
0.168545,2500000,589244,Powaqqatsi,Godfrey Reggio,Documentary|Drama|Music,,4/29/88,1988
0.167846,7000000,19595031,The Serpent and the Rainbow,Wes Craven,Horror|Thriller,Universal Pictures,2/5/88,1988
0.160782,0,2835116,Running on Empty,Sidney Lumet,Drama,Warner Bros.,9/7/88,1988
0.156916,0,0,Vice Versa,Brian Gilbert,Comedy|Fantasy,Columbia Pictures Corporation,2/25/88,1988
0.155543,6000000,46616067,Colors,Dennis Hopper,Action|Crime|Drama,Orion Pictures,4/15/88,1988
0.154945,20000000,51684798,Biloxi Blues,Mike Nichols,Comedy|Drama|Romance,Universal Pictures|Rastar Pictures,3/25/88,1988
0.151874,0,0,The Couch Trip,Michael Ritchie,Comedy,Orion Pictures,1/15/88,1988
0.149591,2000000,725131,Vampire's Kiss,Robert Bierman,Comedy|Fantasy|Horror,Hemdale Film Corporation|Magellan Pictures,9/17/88,1988
0.149108,0,0,"Slugs, muerte viscosa",Juan Piquer SimÃ³n,Horror|Science Fiction,Dister Group,2/5/88,1988
0.279333,0,0,Funny Farm,George Roy Hill,Comedy,Warner Bros.,6/3/88,1988
0.14174,0,0,The Accidental Tourist,Lawrence Kasdan,Drama|Romance,Warner Bros.,12/23/88,1988
0.119393,425000,0,Scarecrows,William Wesley,Horror,Effigy Films,9/28/88,1988
0.138906,0,0,I'm Gonna Git You Sucka,Keenen Ivory Wayans,Action|Comedy,Ivory Way Productions|Front Films|Raymond Katz Production,11/10/88,1988
0.195211,0,13994920,Stand and Deliver,RamÃ³n MenÃ©ndez,Drama,Warner Bros.,3/11/88,1988
0.117336,2500000,1189315,The Lair of the White Worm,Ken Russell,Comedy|Horror,White Lair,9/14/88,1988
0.131437,0,0,Hell Comes to Frogtown,Donald G. Jackson|R.J. Kizer,Action|Comedy|Horror|Science Fiction,New World Pictures,1/1/88,1988
0.175236,0,241,Paperhouse,Bernard Rose,Drama|Fantasy|Horror,,1/1/88,1988
0.120104,0,0,Imagine: John Lennon,Andrew Solt,Documentary|Music,,10/7/88,1988
0.025511,0,0,18 Again!,Paul Flaherty,Fantasy|Comedy,Anchor Bay|New World Pictures Ltd.|New World Entertainment Films,4/8/88,1988
0.113154,0,0,Scooby-Doo! and the Reluctant Werewolf,Ray Patterson,TV Movie|Animation|Family|Mystery|Comedy,,1/1/88,1988
0.078232,0,0,The Decline of Western Civilization Part II: The Metal Years,Penelope Spheeris,Documentary|Music,,6/17/88,1988
0.077948,15000000,6908797,A Cry in the Dark,Fred Schepisi,Drama|Foreign,Warner Bros.|Golan-Globus Productions|Cannon Entertainment|Cinema Verity,11/11/88,1988
0.076958,0,17514553,For Keeps,John G. Avildsen,Drama|Family|Romance,TriStar Pictures,1/15/88,1988
0.076438,16000000,4192440,Red Scorpion,Joseph Zito,Action|History|War,abramoff Production|Scorpion Film Production|Abramoff Production,12/24/88,1988
0.019926,0,0,Sherlock Holmes: The Hound of the Baskervilles,Brian Mills,Drama|Comedy|Thriller|Mystery,,8/31/88,1988
0.201098,0,0,Moving,Alan Metter,Comedy,Warner Bros.,3/4/88,1988
0.057681,5000000,3569939,The New Adventures of Pippi Longstocking,Ken Annakin,Fantasy|Adventure|Family,Columbia Pictures,7/6/88,1988
0.132436,0,0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Marilyn Fox,Adventure|Family|Fantasy,BBC Films|BBC,11/3/88,1988
0.019075,0,0,Brain Damage,Frank Henenlotter,Comedy|Horror,Palisades Partners,1/15/88,1988
0.001662,0,0,Peter Pan,,Action|Adventure|Animation|Family|Fantasy,Burbank Films Australia,1/1/88,1988
3.474728,18000000,98235548,Predator,John McTiernan,Science Fiction|Action|Adventure|Thriller,Twentieth Century Fox Film Corporation|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures|Amercent Films,6/11/87,1987
2.0267,17000000,46357676,Full Metal Jacket,Stanley Kubrick,Drama|War,Stanley Kubrick Productions|Warner Bros.|Natant,6/26/87,1987
1.945847,6000000,213954274,Dirty Dancing,Emile Ardolino,Drama|Music|Romance,Great American Films Limited Partnership|Vestron Pictures,8/21/87,1987
1.846689,22700000,38119483,Spaceballs,Mel Brooks,Comedy|Science Fiction,Brooksfilms Ltd.|Metro-Goldwyn-Mayer (MGM),6/24/87,1987
1.511663,40000000,191185897,The Living Daylights,John Glen,Action|Adventure|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),6/29/87,1987
1.503371,13000000,53000000,RoboCop,Paul Verhoeven,Action|Thriller|Science Fiction,Orion Pictures,7/17/87,1987
1.427206,3600000,5923044,Evil Dead II,Sam Raimi,Horror|Comedy|Fantasy,Studio Canal,3/13/87,1987
1.393529,15000000,120207127,Lethal Weapon,Richard Donner,Adventure|Action|Comedy|Thriller|Crime,Silver Pictures|Warner Bros.,3/6/87,1987
1.354524,27000000,38122105,The Running Man,Paul Michael Glaser,Action|Science Fiction,Keith Barish Productions|TAFT Entertainment Pictures|HBO|Braveworld Productions,11/13/87,1987
1.285867,23000000,51881013,Jaws: The Revenge,Joseph Sargent,Adventure|Thriller,Universal Pictures,7/17/87,1987
1.186793,16000000,30857814,The Princess Bride,Rob Reiner,Adventure|Family|Fantasy|Comedy|Romance,Act III Communications|The Princess Bride Ltd.|Buttercup Films Ltd.,9/18/87,1987
1.121083,5000000,44793222,A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,Horror|Thriller,New Line Cinema|Smart Egg Pictures,2/27/87,1987
1.082108,15000000,43848069,Wall Street,Oliver Stone,Crime|Drama,Twentieth Century Fox Film Corporation,12/10/87,1987
1.07467,20000000,299965036,Beverly Hills Cop II,Tony Scott,Action|Comedy|Crime,Paramount Pictures|Eddie Murphy Productions|Don Simpson/Jerry Bruckheimer Films,5/18/87,1987
1.065222,17000000,19300000,Superman IV: The Quest for Peace,Sidney J. Furie,Action|Adventure|Fantasy|Science Fiction|Thriller,Cannon Films|Warner Bros.|London-Cannon Films|Golan-Globus Productions,7/23/87,1987
1.026436,6000000,29180280,Raising Arizona,Joel Coen,Comedy|Crime,Circle Films,3/1/87,1987
1.016148,25000000,76270454,The Untouchables,Brian De Palma,Crime|Drama|History|Thriller,Paramount Pictures,6/2/87,1987
1.011111,13000000,123922370,"Good Morning, Vietnam",Barry Levinson,Comedy|Drama|War,Silver Screen Partners III|Touchstone Pictures,12/23/87,1987
0.97023,23000000,43984230,The Last Emperor,Bernardo Bertolucci,Drama|History,Columbia Pictures|Hemdale Film Corporation|Recorded Pictures Company|Soprofilms|TAO Film,10/21/87,1987
